Orthogroup	Cx_molestus	Cx_pallens	Cx_pipiens	Cx_quinquefasciatus	Cx_tarsalis	ingroup_count	compartment
OG0003866	1	1	1	1	1	4	core
OG0003867	1	1	1	1	1	4	core
OG0003868	1	1	1	1	1	4	core
OG0003869	1	1	1	1	1	4	core
OG0003870	1	1	1	1	1	4	core
OG0003871	1	1	1	1	1	4	core
OG0003872	1	1	1	1	1	4	core
OG0003873	1	1	1	1	1	4	core
OG0003874	1	1	1	1	1	4	core
OG0003875	1	1	1	1	1	4	core
OG0003876	1	1	1	1	1	4	core
OG0003877	1	1	1	1	1	4	core
OG0003878	1	1	1	1	1	4	core
OG0003879	1	1	1	1	1	4	core
OG0003880	1	1	1	1	1	4	core
OG0003881	1	1	1	1	1	4	core
OG0003882	1	1	1	1	1	4	core
OG0003883	1	1	1	1	1	4	core
OG0003884	1	1	1	1	1	4	core
OG0003885	1	1	1	1	1	4	core
OG0003886	1	1	1	1	1	4	core
OG0003887	1	1	1	1	1	4	core
OG0003888	1	1	1	1	1	4	core
OG0003889	1	1	1	1	1	4	core
OG0003890	1	1	1	1	1	4	core
OG0003891	1	1	1	1	1	4	core
OG0003892	1	1	1	1	1	4	core
OG0003893	1	1	1	1	1	4	core
OG0003894	1	1	1	1	1	4	core
OG0003895	1	1	1	1	1	4	core
OG0003896	1	1	1	1	1	4	core
OG0003897	1	1	1	1	1	4	core
OG0003898	1	1	1	1	1	4	core
OG0003899	1	1	1	1	1	4	core
OG0003900	1	1	1	1	1	4	core
OG0003901	1	1	1	1	1	4	core
OG0003902	1	1	1	1	1	4	core
OG0003903	1	1	1	1	1	4	core
OG0003904	1	1	1	1	1	4	core
OG0003905	1	1	1	1	1	4	core
OG0003906	1	1	1	1	1	4	core
OG0003907	1	1	1	1	1	4	core
OG0003908	1	1	1	1	1	4	core
OG0003909	1	1	1	1	1	4	core
OG0003910	1	1	1	1	1	4	core
OG0003911	1	1	1	1	1	4	core
OG0003912	1	1	1	1	1	4	core
OG0003913	1	1	1	1	1	4	core
OG0003914	1	1	1	1	1	4	core
OG0003915	1	1	1	1	1	4	core
OG0003916	1	1	1	1	1	4	core
OG0003917	1	1	1	1	1	4	core
OG0003918	1	1	1	1	1	4	core
OG0003919	1	1	1	1	1	4	core
OG0003920	1	1	1	1	1	4	core
OG0003921	1	1	1	1	1	4	core
OG0003922	1	1	1	1	1	4	core
OG0003923	1	1	1	1	1	4	core
OG0003924	1	1	1	1	1	4	core
OG0003925	1	1	1	1	1	4	core
OG0003926	1	1	1	1	1	4	core
OG0003927	1	1	1	1	1	4	core
OG0003928	1	1	1	1	1	4	core
OG0003929	1	1	1	1	1	4	core
OG0003930	1	1	1	1	1	4	core
OG0003931	1	1	1	1	1	4	core
OG0003932	1	1	1	1	1	4	core
OG0003933	1	1	1	1	1	4	core
OG0003934	1	1	1	1	1	4	core
OG0003935	1	1	1	1	1	4	core
OG0003936	1	1	1	1	1	4	core
OG0003937	1	1	1	1	1	4	core
OG0003938	1	1	1	1	1	4	core
OG0003939	1	1	1	1	1	4	core
OG0003940	1	1	1	1	1	4	core
OG0003941	1	1	1	1	1	4	core
OG0003942	1	1	1	1	1	4	core
OG0003943	1	1	1	1	1	4	core
OG0003944	1	1	1	1	1	4	core
OG0003945	1	1	1	1	1	4	core
OG0003946	1	1	1	1	1	4	core
OG0003947	1	1	1	1	1	4	core
OG0003948	1	1	1	1	1	4	core
OG0003949	1	1	1	1	1	4	core
OG0003950	1	1	1	1	1	4	core
OG0003951	1	1	1	1	1	4	core
OG0003952	1	1	1	1	1	4	core
OG0003953	1	1	1	1	1	4	core
OG0003954	1	1	1	1	1	4	core
OG0003955	1	1	1	1	1	4	core
OG0003956	1	1	1	1	1	4	core
OG0003957	1	1	1	1	1	4	core
OG0003958	1	1	1	1	1	4	core
OG0003959	1	1	1	1	1	4	core
OG0003960	1	1	1	1	1	4	core
OG0003961	1	1	1	1	1	4	core
OG0003962	1	1	1	1	1	4	core
OG0003963	1	1	1	1	1	4	core
OG0003964	1	1	1	1	1	4	core
OG0003965	1	1	1	1	1	4	core
OG0003966	1	1	1	1	1	4	core
OG0003967	1	1	1	1	1	4	core
OG0003968	1	1	1	1	1	4	core
OG0003969	1	1	1	1	1	4	core
OG0003970	1	1	1	1	1	4	core
OG0003971	1	1	1	1	1	4	core
OG0003972	1	1	1	1	1	4	core
OG0003973	1	1	1	1	1	4	core
OG0003974	1	1	1	1	1	4	core
OG0003975	1	1	1	1	1	4	core
OG0003976	1	1	1	1	1	4	core
OG0003977	1	1	1	1	1	4	core
OG0003978	1	1	1	1	1	4	core
OG0003979	1	1	1	1	1	4	core
OG0003980	1	1	1	1	1	4	core
OG0003981	1	1	1	1	1	4	core
OG0003982	1	1	1	1	1	4	core
OG0003983	1	1	1	1	1	4	core
OG0003984	1	1	1	1	1	4	core
OG0003985	1	1	1	1	1	4	core
OG0003986	1	1	1	1	1	4	core
OG0003987	1	1	1	1	1	4	core
OG0003988	1	1	1	1	1	4	core
OG0003989	1	1	1	1	1	4	core
OG0003990	1	1	1	1	1	4	core
OG0003991	1	1	1	1	1	4	core
OG0003992	1	1	1	1	1	4	core
OG0003993	1	1	1	1	1	4	core
OG0003994	1	1	1	1	1	4	core
OG0003995	1	1	1	1	1	4	core
OG0003996	1	1	1	1	1	4	core
OG0003997	1	1	1	1	1	4	core
OG0003998	1	1	1	1	1	4	core
OG0003999	1	1	1	1	1	4	core
OG0004000	1	1	1	1	1	4	core
OG0004001	1	1	1	1	1	4	core
OG0004002	1	1	1	1	1	4	core
OG0004003	1	1	1	1	1	4	core
OG0004004	1	1	1	1	1	4	core
OG0004005	1	1	1	1	1	4	core
OG0004006	1	1	1	1	1	4	core
OG0004007	1	1	1	1	1	4	core
OG0004008	1	1	1	1	1	4	core
OG0004009	1	1	1	1	1	4	core
OG0004010	1	1	1	1	1	4	core
OG0004011	1	1	1	1	1	4	core
OG0004012	1	1	1	1	1	4	core
OG0004013	1	1	1	1	1	4	core
OG0004014	1	1	1	1	1	4	core
OG0004015	1	1	1	1	1	4	core
OG0004016	1	1	1	1	1	4	core
OG0004017	1	1	1	1	1	4	core
OG0004018	1	1	1	1	1	4	core
OG0004019	1	1	1	1	1	4	core
OG0004020	1	1	1	1	1	4	core
OG0004021	1	1	1	1	1	4	core
OG0004022	1	1	1	1	1	4	core
OG0004023	1	1	1	1	1	4	core
OG0004024	1	1	1	1	1	4	core
OG0004025	1	1	1	1	1	4	core
OG0004026	1	1	1	1	1	4	core
OG0004027	1	1	1	1	1	4	core
OG0004028	1	1	1	1	1	4	core
OG0004029	1	1	1	1	1	4	core
OG0004030	1	1	1	1	1	4	core
OG0004031	1	1	1	1	1	4	core
OG0004032	1	1	1	1	1	4	core
OG0004033	1	1	1	1	1	4	core
OG0004034	1	1	2	0	1	3	shell
OG0004035	1	1	1	1	1	4	core
OG0004036	1	1	1	1	1	4	core
OG0004037	1	1	1	1	1	4	core
OG0004038	1	1	1	1	1	4	core
OG0004039	1	1	1	1	1	4	core
OG0004040	1	1	1	1	1	4	core
OG0004041	1	1	1	1	1	4	core
OG0004042	1	1	1	1	1	4	core
OG0004043	1	1	1	1	1	4	core
OG0004044	1	1	1	1	1	4	core
OG0004045	1	1	1	1	1	4	core
OG0004046	1	1	1	1	1	4	core
OG0004047	1	1	1	1	1	4	core
OG0004048	1	1	1	1	1	4	core
OG0004049	1	1	1	1	1	4	core
OG0004050	1	1	1	1	1	4	core
OG0004051	1	1	1	1	1	4	core
OG0004052	1	1	1	1	1	4	core
OG0004053	1	1	1	1	1	4	core
OG0004054	1	1	1	1	1	4	core
OG0004055	1	1	1	1	1	4	core
OG0004056	1	1	1	2	0	4	core
OG0004057	1	1	1	1	1	4	core
OG0004058	1	1	1	1	1	4	core
OG0004059	1	1	1	1	1	4	core
OG0004060	1	1	1	1	1	4	core
OG0004061	1	1	1	1	1	4	core
OG0004062	1	1	1	1	1	4	core
OG0004063	1	1	1	1	1	4	core
OG0004064	1	1	1	1	1	4	core
OG0004065	1	1	1	1	1	4	core
OG0004066	1	1	1	1	1	4	core
OG0004067	1	1	1	1	1	4	core
OG0004068	1	1	1	1	1	4	core
OG0004069	1	1	1	1	1	4	core
OG0004070	1	1	1	1	1	4	core
OG0004071	1	1	1	1	1	4	core
OG0004072	1	1	1	1	1	4	core
OG0004073	1	1	1	1	1	4	core
OG0004074	1	1	1	1	1	4	core
OG0004075	1	1	1	1	1	4	core
OG0004076	1	1	1	1	1	4	core
OG0004077	1	1	1	1	1	4	core
OG0004078	1	1	1	1	1	4	core
OG0004079	1	1	1	1	1	4	core
OG0004080	1	1	1	1	1	4	core
OG0004081	1	1	1	1	1	4	core
OG0004082	1	1	1	1	1	4	core
OG0004083	1	1	1	1	1	4	core
OG0004084	1	1	1	1	1	4	core
OG0004085	1	1	1	1	1	4	core
OG0004086	1	1	1	1	1	4	core
OG0004087	1	1	1	1	1	4	core
OG0004088	1	1	1	1	1	4	core
OG0004089	1	1	1	1	1	4	core
OG0004090	1	1	1	1	1	4	core
OG0004091	1	1	1	1	1	4	core
OG0004092	1	1	1	1	1	4	core
OG0004093	1	1	1	1	1	4	core
OG0004094	1	1	1	1	1	4	core
OG0004095	1	1	1	1	1	4	core
OG0004096	1	1	1	1	1	4	core
OG0004097	1	1	1	1	1	4	core
OG0004098	1	1	1	1	1	4	core
OG0004099	1	1	1	1	1	4	core
OG0004100	1	1	1	1	1	4	core
OG0004101	1	1	1	1	1	4	core
OG0004102	1	1	1	1	1	4	core
OG0004103	1	1	1	1	1	4	core
OG0004104	1	1	1	1	1	4	core
OG0004105	1	1	1	1	1	4	core
OG0004106	1	1	1	1	1	4	core
OG0004107	1	1	1	1	1	4	core
OG0004108	1	1	1	1	1	4	core
OG0004109	1	1	1	1	1	4	core
OG0004110	1	1	1	1	1	4	core
OG0004111	1	1	1	1	1	4	core
OG0004112	1	1	1	1	1	4	core
OG0004113	1	1	1	1	1	4	core
OG0004114	1	1	1	1	1	4	core
OG0004115	1	1	1	1	1	4	core
OG0004116	1	1	1	1	1	4	core
OG0004117	1	1	1	1	1	4	core
OG0004118	1	1	1	1	1	4	core
OG0004119	1	1	1	1	1	4	core
OG0004120	1	1	1	1	1	4	core
OG0004121	1	1	1	1	1	4	core
OG0004122	1	1	1	1	1	4	core
OG0004123	1	1	1	1	1	4	core
OG0004124	1	1	1	1	1	4	core
OG0004125	1	1	1	1	1	4	core
OG0004126	1	1	1	1	1	4	core
OG0004127	1	1	1	1	1	4	core
OG0004128	1	1	1	1	1	4	core
OG0004129	1	1	1	1	1	4	core
OG0004130	1	1	1	1	1	4	core
OG0004131	1	1	1	1	1	4	core
OG0004132	1	1	1	1	1	4	core
OG0004133	1	1	1	1	1	4	core
OG0004134	1	1	1	1	1	4	core
OG0004135	1	1	1	1	1	4	core
OG0004136	1	1	1	1	1	4	core
OG0004137	1	1	1	1	1	4	core
OG0004138	1	1	1	1	1	4	core
OG0004139	1	1	1	1	1	4	core
OG0004140	1	1	1	1	1	4	core
OG0004141	1	1	1	1	1	4	core
OG0004142	1	1	1	1	1	4	core
OG0004143	1	1	1	1	1	4	core
OG0004144	1	1	1	1	1	4	core
OG0004145	1	1	1	1	1	4	core
OG0004146	1	1	1	1	1	4	core
OG0004147	1	1	1	1	1	4	core
OG0004148	1	1	1	1	1	4	core
OG0004149	1	1	1	1	1	4	core
OG0004150	1	1	1	1	1	4	core
OG0004151	1	1	1	1	1	4	core
OG0004152	1	1	1	1	1	4	core
OG0004153	1	1	1	1	1	4	core
OG0004154	1	1	1	1	1	4	core
OG0004155	1	1	1	1	1	4	core
OG0004156	1	1	1	1	1	4	core
OG0004157	1	1	1	1	1	4	core
OG0004158	1	1	1	1	1	4	core
OG0004159	1	1	1	1	1	4	core
OG0004160	1	1	1	1	1	4	core
OG0004161	1	1	1	1	1	4	core
OG0004162	1	1	1	1	1	4	core
OG0004163	1	1	1	1	1	4	core
OG0004164	1	1	1	1	1	4	core
OG0004165	1	1	1	1	1	4	core
OG0004166	1	1	1	1	1	4	core
OG0004167	1	1	1	1	1	4	core
OG0004168	1	1	1	1	1	4	core
OG0004169	1	1	1	1	1	4	core
OG0004170	1	1	1	1	1	4	core
OG0004171	1	1	1	1	1	4	core
OG0004172	1	1	1	1	1	4	core
OG0004173	1	1	1	1	1	4	core
OG0004174	1	1	1	1	1	4	core
OG0004175	1	1	1	1	1	4	core
OG0004176	1	1	1	1	1	4	core
OG0004177	1	1	1	1	1	4	core
OG0004178	1	1	1	1	1	4	core
OG0004179	1	1	1	1	1	4	core
OG0004180	1	1	1	1	1	4	core
OG0004181	1	1	1	1	1	4	core
OG0004182	1	1	1	1	1	4	core
OG0004183	1	1	1	1	1	4	core
OG0004184	1	1	1	1	1	4	core
OG0004185	1	1	1	1	1	4	core
OG0004186	1	1	1	1	1	4	core
OG0004187	1	1	1	1	1	4	core
OG0004188	1	1	1	1	1	4	core
OG0004189	1	1	1	1	1	4	core
OG0004190	1	1	1	1	1	4	core
OG0004191	1	1	1	1	1	4	core
OG0004192	1	1	1	1	1	4	core
OG0004193	1	1	1	1	1	4	core
OG0004194	1	1	1	1	1	4	core
OG0004195	1	1	1	1	1	4	core
OG0004196	1	1	1	1	1	4	core
OG0004197	1	1	1	1	1	4	core
OG0004198	1	1	1	1	1	4	core
OG0004199	1	1	1	1	1	4	core
OG0004200	1	1	1	1	1	4	core
OG0004201	1	1	1	1	1	4	core
OG0004202	1	1	1	1	1	4	core
OG0004203	1	1	1	1	1	4	core
OG0004204	1	1	1	1	1	4	core
OG0004205	1	1	1	1	1	4	core
OG0004206	1	1	1	1	1	4	core
OG0004207	1	1	1	1	1	4	core
OG0004208	1	1	1	1	1	4	core
OG0004209	1	1	1	1	1	4	core
OG0004210	1	1	1	1	1	4	core
OG0004211	1	1	1	1	1	4	core
OG0004212	1	1	1	1	1	4	core
OG0004213	1	1	1	1	1	4	core
OG0004214	1	1	1	1	1	4	core
OG0004215	1	1	1	1	1	4	core
OG0004216	1	1	1	1	1	4	core
OG0004217	1	1	1	1	1	4	core
OG0004218	1	1	1	1	1	4	core
OG0004219	1	1	1	1	1	4	core
OG0004220	1	1	1	1	1	4	core
OG0004221	1	1	1	1	1	4	core
OG0004222	1	1	1	1	1	4	core
OG0004223	1	1	1	1	1	4	core
OG0004224	1	1	1	1	1	4	core
OG0004225	1	1	1	1	1	4	core
OG0004226	1	1	1	1	1	4	core
OG0004227	1	1	1	1	1	4	core
OG0004228	1	1	1	1	1	4	core
OG0004229	1	1	1	1	1	4	core
OG0004230	1	1	1	1	1	4	core
OG0004231	1	1	1	1	1	4	core
OG0004232	1	1	1	1	1	4	core
OG0004233	1	1	1	1	1	4	core
OG0004234	1	1	1	1	1	4	core
OG0004235	1	1	1	1	1	4	core
OG0004236	1	1	1	1	1	4	core
OG0004237	1	1	1	1	1	4	core
OG0004238	1	1	1	1	1	4	core
OG0004239	1	1	1	1	1	4	core
OG0004240	1	1	1	1	1	4	core
OG0004241	1	1	1	1	1	4	core
OG0004242	1	1	1	1	1	4	core
OG0004243	1	1	1	1	1	4	core
OG0004244	1	1	1	1	1	4	core
OG0004245	1	1	1	1	1	4	core
OG0004246	1	1	1	1	1	4	core
OG0004247	1	1	1	1	1	4	core
OG0004248	1	1	1	1	1	4	core
OG0004249	1	1	1	1	1	4	core
OG0004250	1	1	1	1	1	4	core
OG0004251	1	1	1	1	1	4	core
OG0004252	1	1	1	1	1	4	core
OG0004253	1	1	1	1	1	4	core
OG0004254	1	1	1	1	1	4	core
OG0004255	1	1	1	1	1	4	core
OG0004256	1	1	1	1	1	4	core
OG0004257	1	1	1	1	1	4	core
OG0004258	1	1	1	1	1	4	core
OG0004259	1	1	1	1	1	4	core
OG0004260	1	1	1	1	1	4	core
OG0004261	1	1	1	1	1	4	core
OG0004262	1	1	1	1	1	4	core
OG0004263	1	1	1	1	1	4	core
OG0004264	1	1	1	1	1	4	core
OG0004265	1	1	1	1	1	4	core
OG0004266	1	1	1	1	1	4	core
OG0004267	1	1	1	1	1	4	core
OG0004268	1	1	1	1	1	4	core
OG0004269	1	1	1	1	1	4	core
OG0004270	1	1	1	1	1	4	core
OG0004271	1	1	1	1	1	4	core
OG0004272	1	1	1	1	1	4	core
OG0004273	1	1	1	1	1	4	core
OG0004274	1	1	1	1	1	4	core
OG0004275	1	1	1	1	1	4	core
OG0004276	1	1	1	1	1	4	core
OG0004277	1	1	1	1	1	4	core
OG0004278	1	1	1	1	1	4	core
OG0004279	1	1	1	1	1	4	core
OG0004280	1	1	1	1	1	4	core
OG0004281	1	1	1	1	1	4	core
OG0004282	1	1	1	1	1	4	core
OG0004283	1	1	1	1	1	4	core
OG0004284	1	1	1	1	1	4	core
OG0004285	1	1	1	1	1	4	core
OG0004286	1	1	1	1	1	4	core
OG0004287	1	1	1	1	1	4	core
OG0004288	1	1	1	1	1	4	core
OG0004289	1	1	1	1	1	4	core
OG0004290	1	1	1	1	1	4	core
OG0004291	1	1	1	1	1	4	core
OG0004292	1	1	1	1	1	4	core
OG0004293	1	1	1	1	1	4	core
OG0004294	1	1	1	1	1	4	core
OG0004295	1	1	1	1	1	4	core
OG0004296	1	1	1	1	1	4	core
OG0004297	1	1	1	1	1	4	core
OG0004298	1	1	1	1	1	4	core
OG0004299	1	1	1	1	1	4	core
OG0004300	1	1	1	1	1	4	core
OG0004301	1	1	1	1	1	4	core
OG0004302	1	1	1	1	1	4	core
OG0004303	1	1	1	1	1	4	core
OG0004304	1	1	1	1	1	4	core
OG0004305	1	1	1	1	1	4	core
OG0004306	1	1	1	1	1	4	core
OG0004307	1	1	1	1	1	4	core
OG0004308	1	1	1	1	1	4	core
OG0004309	1	1	1	1	1	4	core
OG0004310	1	1	1	1	1	4	core
OG0004311	1	1	1	1	1	4	core
OG0004312	1	1	1	1	1	4	core
OG0004313	1	1	1	1	1	4	core
OG0004314	1	1	1	1	1	4	core
OG0004315	1	1	1	1	1	4	core
OG0004316	1	1	1	1	1	4	core
OG0004317	1	1	1	1	1	4	core
OG0004318	1	1	1	1	1	4	core
OG0004319	1	1	1	1	1	4	core
OG0004320	1	1	1	1	1	4	core
OG0004321	1	1	1	1	1	4	core
OG0004322	1	1	1	1	1	4	core
OG0004323	1	1	1	1	1	4	core
OG0004324	1	1	1	1	1	4	core
OG0004325	1	1	1	1	1	4	core
OG0004326	1	1	1	1	1	4	core
OG0004327	1	1	1	1	1	4	core
OG0004328	1	1	1	1	1	4	core
OG0004329	1	1	1	1	1	4	core
OG0004330	1	1	1	1	1	4	core
OG0004331	1	1	1	1	1	4	core
OG0004332	1	1	1	1	1	4	core
OG0004333	1	1	1	1	1	4	core
OG0004334	1	1	1	1	1	4	core
OG0004335	1	1	1	1	1	4	core
OG0004336	1	1	1	1	1	4	core
OG0004337	1	1	1	1	1	4	core
OG0004338	1	1	1	1	1	4	core
OG0004339	1	1	1	1	1	4	core
OG0004340	1	1	1	1	1	4	core
OG0004341	1	1	1	1	1	4	core
OG0004342	1	1	1	1	1	4	core
OG0004343	1	1	1	1	1	4	core
OG0004344	1	1	1	1	1	4	core
OG0004345	1	1	1	1	1	4	core
OG0004346	1	1	1	1	1	4	core
OG0004347	1	1	1	1	1	4	core
OG0004348	1	1	1	1	1	4	core
OG0004349	1	1	1	1	1	4	core
OG0004350	1	1	1	1	1	4	core
OG0004351	1	1	1	1	1	4	core
OG0004352	1	1	1	1	1	4	core
OG0004353	1	1	1	1	1	4	core
OG0004354	1	1	1	1	1	4	core
OG0004355	1	1	1	1	1	4	core
OG0004356	1	1	1	1	1	4	core
OG0004357	1	1	1	1	1	4	core
OG0004358	1	1	1	1	1	4	core
OG0004359	1	1	1	1	1	4	core
OG0004360	1	1	1	1	1	4	core
OG0004361	1	1	1	1	1	4	core
OG0004362	1	1	1	1	1	4	core
OG0004363	1	1	1	1	1	4	core
OG0004364	1	1	1	1	1	4	core
OG0004365	1	1	1	1	1	4	core
OG0004366	1	1	1	1	1	4	core
OG0004367	1	1	1	1	1	4	core
OG0004368	1	1	1	1	1	4	core
OG0004369	1	1	1	1	1	4	core
OG0004370	1	1	1	1	1	4	core
OG0004371	1	1	1	1	1	4	core
OG0004372	1	1	1	1	1	4	core
OG0004373	1	1	1	1	1	4	core
OG0004374	1	1	1	1	1	4	core
OG0004375	1	1	1	1	1	4	core
OG0004376	1	1	1	1	1	4	core
OG0004377	1	1	1	1	1	4	core
OG0004378	1	1	1	1	1	4	core
OG0004379	1	1	1	1	1	4	core
OG0004380	1	1	1	1	1	4	core
OG0004381	1	1	1	1	1	4	core
OG0004382	1	1	1	1	1	4	core
OG0004383	1	1	1	1	1	4	core
OG0004384	1	1	1	1	1	4	core
OG0004385	1	1	1	1	1	4	core
OG0004386	1	1	1	1	1	4	core
OG0004387	1	1	1	1	1	4	core
OG0004388	1	1	1	1	1	4	core
OG0004389	1	1	1	1	1	4	core
OG0004390	1	1	1	1	1	4	core
OG0004391	1	1	1	1	1	4	core
OG0004392	1	1	1	1	1	4	core
OG0004393	1	1	1	1	1	4	core
OG0004394	1	1	1	1	1	4	core
OG0004395	1	1	1	1	1	4	core
OG0004396	1	1	1	1	1	4	core
OG0004397	1	1	1	1	1	4	core
OG0004398	1	1	1	1	1	4	core
OG0004399	1	1	1	1	1	4	core
OG0004400	1	1	1	1	1	4	core
OG0004401	1	1	1	1	1	4	core
OG0004402	1	1	1	1	1	4	core
OG0004403	1	1	1	1	1	4	core
OG0004404	1	1	1	1	1	4	core
OG0004405	1	1	1	1	1	4	core
OG0004406	1	1	1	1	1	4	core
OG0004407	1	1	1	1	1	4	core
OG0004408	1	1	1	1	1	4	core
OG0004409	1	1	1	1	1	4	core
OG0004410	1	1	1	1	1	4	core
OG0004411	1	1	1	1	1	4	core
OG0004412	1	1	1	1	1	4	core
OG0004413	1	1	1	1	1	4	core
OG0004414	1	1	1	1	1	4	core
OG0004415	1	1	1	1	1	4	core
OG0004416	1	1	1	1	1	4	core
OG0004417	1	1	1	1	1	4	core
OG0004418	1	1	1	1	1	4	core
OG0004419	1	1	1	1	1	4	core
OG0004420	1	1	1	1	1	4	core
OG0004421	1	1	1	1	1	4	core
OG0004422	1	1	1	1	1	4	core
OG0004423	1	1	1	1	1	4	core
OG0004424	1	1	1	1	1	4	core
OG0004425	1	1	1	1	1	4	core
OG0004426	1	1	1	1	1	4	core
OG0004427	1	1	1	1	1	4	core
OG0004428	1	1	1	1	1	4	core
OG0004429	1	1	1	1	1	4	core
OG0004430	1	1	1	1	1	4	core
OG0004431	1	1	1	1	1	4	core
OG0004432	1	1	1	1	1	4	core
OG0004433	1	1	1	1	1	4	core
OG0004434	1	1	1	1	1	4	core
OG0004435	1	1	1	1	1	4	core
OG0004436	1	1	1	1	1	4	core
OG0004437	1	1	1	1	1	4	core
OG0004438	1	1	1	1	1	4	core
OG0004439	1	1	1	1	1	4	core
OG0004440	1	1	1	1	1	4	core
OG0004441	1	1	1	1	1	4	core
OG0004442	1	1	1	1	1	4	core
OG0004443	1	1	1	1	1	4	core
OG0004444	1	1	1	1	1	4	core
OG0004445	1	1	1	1	1	4	core
OG0004446	1	1	1	1	1	4	core
OG0004447	1	1	1	1	1	4	core
OG0004448	1	1	1	1	1	4	core
OG0004449	1	1	1	1	1	4	core
OG0004450	1	1	1	1	1	4	core
OG0004451	1	1	1	1	1	4	core
OG0004452	1	1	1	1	1	4	core
OG0004453	1	1	1	1	1	4	core
OG0004454	1	1	1	1	1	4	core
OG0004455	1	1	1	1	1	4	core
OG0004456	1	1	1	1	1	4	core
OG0004457	1	1	1	1	1	4	core
OG0004458	1	1	1	1	1	4	core
OG0004459	1	1	1	1	1	4	core
OG0004460	1	1	1	1	1	4	core
OG0004461	1	1	1	1	1	4	core
OG0004462	1	1	1	1	1	4	core
OG0004463	1	1	1	1	1	4	core
OG0004464	1	1	1	1	1	4	core
OG0004465	1	1	1	1	1	4	core
OG0004466	1	1	1	1	1	4	core
OG0004467	1	1	1	1	1	4	core
OG0004468	1	1	1	1	1	4	core
OG0004469	1	1	1	1	1	4	core
OG0004470	1	1	1	1	1	4	core
OG0004471	1	1	1	1	1	4	core
OG0004472	1	1	1	1	1	4	core
OG0004473	1	1	1	1	1	4	core
OG0004474	1	1	1	1	1	4	core
OG0004475	1	1	1	1	1	4	core
OG0004476	1	1	1	1	1	4	core
OG0004477	1	1	1	1	1	4	core
OG0004478	1	1	1	1	1	4	core
OG0004479	1	1	1	1	1	4	core
OG0004480	1	1	1	1	1	4	core
OG0004481	1	1	1	1	1	4	core
OG0004482	1	1	1	1	1	4	core
OG0004483	1	1	1	1	1	4	core
OG0004484	1	1	1	1	1	4	core
OG0004485	1	1	1	1	1	4	core
OG0004486	1	1	1	1	1	4	core
OG0004487	1	1	1	1	1	4	core
OG0004488	1	1	1	1	1	4	core
OG0004489	1	1	1	1	1	4	core
OG0004490	1	1	1	1	1	4	core
OG0004491	1	1	1	1	1	4	core
OG0004492	1	1	1	1	1	4	core
OG0004493	1	1	1	1	1	4	core
OG0004494	1	1	0	2	1	3	shell
OG0004495	1	1	1	1	1	4	core
OG0004496	1	1	1	1	1	4	core
OG0004497	1	1	1	1	1	4	core
OG0004498	1	1	1	1	1	4	core
OG0004499	1	1	1	1	1	4	core
OG0004500	1	1	1	1	1	4	core
OG0004501	1	1	1	1	1	4	core
OG0004502	1	1	1	1	1	4	core
OG0004503	1	1	1	1	1	4	core
OG0004504	1	1	1	1	1	4	core
OG0004505	1	1	1	1	1	4	core
OG0004506	1	1	1	1	1	4	core
OG0004507	1	1	1	1	1	4	core
OG0004508	1	1	1	1	1	4	core
OG0004509	1	1	1	1	1	4	core
OG0004510	1	1	1	1	1	4	core
OG0004511	1	1	1	1	1	4	core
OG0004512	1	1	1	1	1	4	core
OG0004513	1	1	1	1	1	4	core
OG0004514	1	1	1	1	1	4	core
OG0004515	1	1	1	1	1	4	core
OG0004516	1	1	1	1	1	4	core
OG0004517	1	1	1	1	1	4	core
OG0004518	1	1	1	1	1	4	core
OG0004519	1	1	1	1	1	4	core
OG0004520	1	1	1	1	1	4	core
OG0004521	1	1	1	1	1	4	core
OG0004522	1	1	1	1	1	4	core
OG0004523	1	1	1	1	1	4	core
OG0004524	1	1	1	1	1	4	core
OG0004525	1	1	1	1	1	4	core
OG0004526	1	1	1	1	1	4	core
OG0004527	1	1	1	1	1	4	core
OG0004528	1	1	1	1	1	4	core
OG0004529	1	1	1	1	1	4	core
OG0004530	1	1	1	1	1	4	core
OG0004531	1	1	1	1	1	4	core
OG0004532	1	1	1	1	1	4	core
OG0004533	1	1	1	1	1	4	core
OG0004534	1	1	1	1	1	4	core
OG0004535	1	1	1	1	1	4	core
OG0004536	1	1	1	1	1	4	core
OG0004537	1	1	1	1	1	4	core
OG0004538	1	1	1	1	1	4	core
OG0004539	1	1	1	1	1	4	core
OG0004540	1	1	1	1	1	4	core
OG0004541	1	1	1	1	1	4	core
OG0004542	1	1	1	1	1	4	core
OG0004543	1	1	1	1	1	4	core
OG0004544	1	1	1	1	1	4	core
OG0004545	1	1	1	1	1	4	core
OG0004546	1	1	1	1	1	4	core
OG0004547	1	1	1	1	1	4	core
OG0004548	1	1	1	1	1	4	core
OG0004549	1	1	1	1	1	4	core
OG0004550	1	1	1	1	1	4	core
OG0004551	1	1	1	1	1	4	core
OG0004552	1	1	1	1	1	4	core
OG0004553	1	1	1	1	1	4	core
OG0004554	1	1	1	1	1	4	core
OG0004555	1	1	1	1	1	4	core
OG0004556	1	1	1	1	1	4	core
OG0004557	1	1	1	1	1	4	core
OG0004558	1	1	1	1	1	4	core
OG0004559	1	1	1	1	1	4	core
OG0004560	1	1	1	1	1	4	core
OG0004561	1	1	1	1	1	4	core
