Orthogroup	Cx_molestus	Cx_pallens	Cx_pipiens	Cx_quinquefasciatus	Cx_tarsalis	ingroup_count	compartment
OG0008016	1	1	1	1	0	4	core
OG0008017	1	1	1	1	0	4	core
OG0008018	1	1	0	2	0	3	shell
OG0008019	1	1	1	1	0	4	core
OG0008020	1	1	1	1	0	4	core
OG0008021	1	1	1	1	0	4	core
OG0008022	1	1	1	1	0	4	core
OG0008023	1	1	1	1	0	4	core
OG0008024	2	1	1	0	0	3	shell
OG0008025	1	1	1	1	0	4	core
OG0008026	1	1	1	1	0	4	core
OG0008027	1	1	1	1	0	4	core
OG0008028	1	1	1	0	1	3	shell
OG0008029	1	1	1	1	0	4	core
OG0008030	1	1	1	1	0	4	core
OG0008031	1	1	1	1	0	4	core
OG0008032	1	0	1	2	0	3	shell
OG0008033	1	1	1	1	0	4	core
OG0008034	1	1	1	1	0	4	core
OG0008035	1	1	1	1	0	4	core
OG0008036	1	1	1	1	0	4	core
OG0008037	1	1	0	1	1	3	shell
OG0008038	1	1	1	1	0	4	core
OG0008039	1	1	1	1	0	4	core
OG0008040	1	1	1	1	0	4	core
OG0008041	1	1	1	1	0	4	core
OG0008042	1	0	1	1	1	3	shell
OG0008043	3	0	1	0	0	2	shell
OG0008044	1	1	1	1	0	4	core
OG0008045	1	1	1	1	0	4	core
OG0008046	1	1	1	1	0	4	core
OG0008047	1	1	1	1	0	4	core
OG0008048	1	1	1	1	0	4	core
OG0008049	1	0	1	2	0	3	shell
OG0008050	1	1	1	1	0	4	core
OG0008051	1	1	1	1	0	4	core
OG0008052	1	1	1	1	0	4	core
OG0008053	1	1	1	1	0	4	core
OG0008054	1	1	1	1	0	4	core
OG0008055	1	0	1	2	0	3	shell
OG0008056	1	1	1	1	0	4	core
OG0008057	1	1	1	1	0	4	core
OG0008058	1	1	0	1	1	3	shell
OG0008059	1	1	1	1	0	4	core
OG0008060	1	1	1	1	0	4	core
OG0008061	1	1	1	1	0	4	core
OG0008062	1	1	1	1	0	4	core
OG0008063	1	1	1	1	0	4	core
OG0008064	1	0	1	1	1	3	shell
OG0008065	1	1	1	1	0	4	core
OG0008066	1	1	1	1	0	4	core
OG0008067	2	1	1	0	0	3	shell
OG0008068	1	1	1	1	0	4	core
OG0008069	1	1	1	1	0	4	core
OG0008070	1	1	1	1	0	4	core
OG0008071	1	0	1	1	1	3	shell
OG0008072	1	1	1	0	1	3	shell
OG0008073	1	1	1	1	0	4	core
OG0008074	1	1	1	1	0	4	core
OG0008075	1	1	1	0	1	3	shell
OG0008076	1	1	1	1	0	4	core
OG0008077	1	1	1	1	0	4	core
OG0008078	1	1	1	1	0	4	core
OG0008079	1	1	1	1	0	4	core
OG0008080	1	1	1	1	0	4	core
OG0008081	1	1	1	1	0	4	core
OG0008082	1	1	0	1	1	3	shell
OG0008083	1	1	1	1	0	4	core
OG0008084	1	1	1	1	0	4	core
OG0008085	1	1	1	1	0	4	core
OG0008086	1	1	1	1	0	4	core
OG0008087	1	1	1	1	0	4	core
OG0008088	1	1	1	1	0	4	core
OG0008089	1	1	1	1	0	4	core
OG0008090	1	1	1	1	0	4	core
OG0008091	2	1	1	0	0	3	shell
OG0008092	1	1	1	1	0	4	core
OG0008093	1	1	1	1	0	4	core
OG0008094	1	1	1	1	0	4	core
OG0008095	1	1	1	1	0	4	core
OG0008096	1	1	1	0	1	3	shell
OG0008097	1	1	1	1	0	4	core
OG0008098	1	1	1	1	0	4	core
OG0008099	1	1	1	1	0	4	core
OG0008100	1	0	1	1	1	3	shell
OG0008101	1	1	1	1	0	4	core
OG0008102	1	1	1	1	0	4	core
OG0008103	1	1	1	1	0	4	core
OG0008104	1	1	1	0	1	3	shell
OG0008105	1	1	1	1	0	4	core
OG0008106	1	1	1	1	0	4	core
OG0008107	1	1	1	1	0	4	core
OG0008108	2	1	1	0	0	3	shell
OG0008109	1	1	1	1	0	4	core
OG0008110	1	1	1	1	0	4	core
OG0008111	1	1	1	0	1	3	shell
OG0008112	1	1	1	1	0	4	core
OG0008113	1	1	1	1	0	4	core
OG0008114	1	1	1	1	0	4	core
OG0008115	1	1	1	1	0	4	core
OG0008116	1	1	1	1	0	4	core
OG0008117	1	1	1	1	0	4	core
OG0008118	1	1	1	1	0	4	core
OG0008119	1	1	1	1	0	4	core
OG0008120	1	1	1	1	0	4	core
OG0008121	1	1	1	1	0	4	core
OG0008122	1	1	1	1	0	4	core
OG0008123	1	1	1	1	0	4	core
OG0008124	1	1	1	1	0	4	core
OG0008125	1	1	1	1	0	4	core
OG0008126	1	1	1	1	0	4	core
OG0008127	1	1	1	1	0	4	core
OG0008128	1	1	1	1	0	4	core
OG0008129	1	1	1	1	0	4	core
OG0008130	1	1	1	1	0	4	core
OG0008131	1	1	1	1	0	4	core
OG0008132	1	1	1	1	0	4	core
OG0008133	1	1	1	1	0	4	core
OG0008134	1	1	1	1	0	4	core
OG0008135	1	1	1	1	0	4	core
OG0008136	1	1	1	1	0	4	core
OG0008137	1	1	1	1	0	4	core
OG0008138	1	1	1	1	0	4	core
OG0008139	1	1	1	1	0	4	core
OG0008140	1	1	1	1	0	4	core
OG0008141	1	1	1	1	0	4	core
OG0008142	1	1	1	1	0	4	core
OG0008143	1	1	1	1	0	4	core
OG0008144	1	1	1	1	0	4	core
OG0008145	1	1	1	1	0	4	core
OG0008146	1	1	1	1	0	4	core
OG0008147	1	1	1	1	0	4	core
OG0008148	1	1	1	1	0	4	core
OG0008149	1	1	1	1	0	4	core
OG0008150	1	1	1	1	0	4	core
OG0008151	1	1	1	1	0	4	core
OG0008152	1	1	1	1	0	4	core
OG0008153	1	1	1	1	0	4	core
OG0008154	1	1	0	1	1	3	shell
OG0008155	1	1	1	1	0	4	core
OG0008156	1	1	1	1	0	4	core
OG0008157	1	1	1	1	0	4	core
OG0008158	1	0	1	1	1	3	shell
OG0008159	1	1	1	1	0	4	core
OG0008160	1	1	1	1	0	4	core
OG0008161	1	1	1	1	0	4	core
OG0008162	1	1	1	1	0	4	core
OG0008163	1	1	1	1	0	4	core
OG0008164	1	1	1	1	0	4	core
OG0008165	1	1	1	1	0	4	core
OG0008166	1	0	1	1	1	3	shell
OG0008167	1	1	1	1	0	4	core
OG0008168	1	0	1	1	1	3	shell
OG0008169	1	0	1	1	1	3	shell
OG0008170	1	1	1	1	0	4	core
OG0008171	1	1	1	1	0	4	core
OG0008172	1	1	1	1	0	4	core
OG0008173	1	1	1	1	0	4	core
OG0008174	1	1	1	1	0	4	core
OG0008175	1	1	1	1	0	4	core
OG0008176	1	1	1	1	0	4	core
OG0008177	1	1	1	1	0	4	core
OG0008178	1	1	1	1	0	4	core
OG0008179	1	1	1	1	0	4	core
OG0008180	1	1	1	1	0	4	core
OG0008181	1	0	1	1	1	3	shell
OG0008182	1	1	1	1	0	4	core
OG0008183	1	1	1	1	0	4	core
OG0008184	1	1	1	1	0	4	core
OG0008185	1	1	1	1	0	4	core
OG0008186	1	1	1	1	0	4	core
OG0008187	1	1	0	1	1	3	shell
OG0008188	1	1	1	1	0	4	core
OG0008189	1	1	1	1	0	4	core
OG0008190	1	1	1	1	0	4	core
OG0008191	1	1	1	1	0	4	core
OG0008192	1	1	1	1	0	4	core
OG0008193	1	1	1	1	0	4	core
OG0008194	1	1	0	1	1	3	shell
OG0008195	1	1	0	1	1	3	shell
OG0008196	1	1	1	1	0	4	core
OG0008197	2	0	1	1	0	3	shell
OG0008198	1	1	1	1	0	4	core
OG0008199	1	1	1	1	0	4	core
OG0008200	1	1	1	1	0	4	core
OG0008201	1	1	1	1	0	4	core
OG0008202	1	1	1	1	0	4	core
OG0008203	1	1	1	1	0	4	core
OG0008204	1	1	1	1	0	4	core
OG0008205	1	1	1	0	1	3	shell
OG0008206	1	1	1	1	0	4	core
OG0008207	1	1	1	1	0	4	core
OG0008208	1	1	1	1	0	4	core
OG0008209	1	1	1	1	0	4	core
OG0008210	1	1	1	1	0	4	core
OG0008211	1	1	1	1	0	4	core
OG0008212	1	1	1	1	0	4	core
OG0008213	1	1	1	1	0	4	core
OG0008214	1	1	1	1	0	4	core
OG0008215	1	1	1	1	0	4	core
OG0008216	1	1	1	1	0	4	core
OG0008217	1	1	1	1	0	4	core
OG0008218	1	1	1	1	0	4	core
OG0008219	1	1	1	1	0	4	core
OG0008220	1	1	1	1	0	4	core
OG0008221	1	1	1	1	0	4	core
OG0008222	1	1	1	1	0	4	core
OG0008223	1	0	1	2	0	3	shell
OG0008224	1	1	1	1	0	4	core
OG0008225	1	1	0	2	0	3	shell
OG0008226	1	1	1	1	0	4	core
OG0008227	1	1	1	1	0	4	core
OG0008228	1	1	0	1	1	3	shell
OG0008229	1	1	1	1	0	4	core
OG0008230	1	1	1	1	0	4	core
OG0008231	1	1	1	1	0	4	core
OG0008232	1	1	1	1	0	4	core
OG0008233	1	1	1	1	0	4	core
OG0008234	1	1	1	1	0	4	core
OG0008235	1	1	1	1	0	4	core
OG0008236	1	1	1	1	0	4	core
OG0008237	1	1	1	1	0	4	core
OG0008238	1	1	1	1	0	4	core
OG0008239	1	1	1	1	0	4	core
OG0008240	1	1	1	1	0	4	core
OG0008241	1	1	1	1	0	4	core
OG0008242	1	1	1	1	0	4	core
OG0008243	1	1	1	1	0	4	core
OG0008244	1	1	1	1	0	4	core
OG0008245	1	1	1	1	0	4	core
OG0008246	1	1	1	1	0	4	core
OG0008247	1	1	1	1	0	4	core
OG0008248	1	1	1	1	0	4	core
OG0008249	1	1	1	1	0	4	core
OG0008250	1	1	1	1	0	4	core
OG0008251	1	1	1	1	0	4	core
OG0008252	1	1	1	1	0	4	core
OG0008253	1	1	1	1	0	4	core
OG0008254	1	1	1	1	0	4	core
OG0008255	1	1	1	1	0	4	core
OG0008256	1	1	1	1	0	4	core
OG0008257	1	1	0	1	1	3	shell
OG0008258	1	1	1	1	0	4	core
OG0008259	1	1	1	1	0	4	core
OG0008260	1	1	1	1	0	4	core
OG0008261	1	1	1	1	0	4	core
OG0008262	1	1	1	1	0	4	core
OG0008263	1	1	1	1	0	4	core
OG0008264	1	1	1	1	0	4	core
OG0008265	1	1	1	1	0	4	core
OG0008266	1	1	1	1	0	4	core
OG0008267	1	1	1	1	0	4	core
OG0008268	1	1	0	1	1	3	shell
OG0008269	1	1	1	0	1	3	shell
OG0008270	1	1	1	1	0	4	core
OG0008271	1	1	1	1	0	4	core
OG0008272	1	1	1	1	0	4	core
OG0008273	1	1	1	1	0	4	core
OG0008274	1	1	1	1	0	4	core
OG0008275	1	1	0	1	1	3	shell
OG0008276	1	1	1	0	1	3	shell
OG0008277	1	1	1	1	0	4	core
OG0008278	1	1	1	0	1	3	shell
OG0008279	1	1	1	1	0	4	core
OG0008280	1	0	1	1	1	3	shell
OG0008281	1	1	1	1	0	4	core
OG0008282	1	1	1	1	0	4	core
OG0008283	1	1	1	1	0	4	core
OG0008284	1	1	1	1	0	4	core
OG0008285	1	1	1	1	0	4	core
OG0008286	1	1	1	1	0	4	core
OG0008287	1	1	1	0	1	3	shell
OG0008288	1	1	1	1	0	4	core
OG0008289	1	0	1	1	1	3	shell
OG0008290	1	1	1	1	0	4	core
OG0008291	1	1	1	1	0	4	core
OG0008292	1	1	1	1	0	4	core
OG0008293	1	1	1	1	0	4	core
OG0008294	1	1	1	1	0	4	core
OG0008295	1	1	1	1	0	4	core
OG0008296	1	1	1	1	0	4	core
OG0008297	1	1	1	1	0	4	core
OG0008298	1	1	1	1	0	4	core
OG0008299	1	1	1	1	0	4	core
OG0008300	1	0	1	1	1	3	shell
OG0008301	1	1	1	1	0	4	core
OG0008302	1	1	0	1	1	3	shell
OG0008303	1	1	1	1	0	4	core
OG0008304	1	0	1	1	1	3	shell
OG0008305	1	1	1	1	0	4	core
OG0008306	1	1	1	1	0	4	core
OG0008307	1	1	1	1	0	4	core
OG0008308	1	1	1	1	0	4	core
OG0008309	1	1	1	1	0	4	core
OG0008310	1	1	1	1	0	4	core
OG0008311	1	0	1	1	1	3	shell
OG0008312	1	1	1	1	0	4	core
OG0008313	1	1	1	1	0	4	core
OG0008314	1	1	1	1	0	4	core
OG0008315	1	1	1	1	0	4	core
OG0008316	2	1	0	0	1	2	shell
OG0008317	1	1	1	1	0	4	core
OG0008318	1	1	1	1	0	4	core
OG0008319	1	1	1	1	0	4	core
OG0008320	1	1	1	1	0	4	core
OG0008321	1	1	1	1	0	4	core
OG0008322	1	1	1	1	0	4	core
OG0008323	1	1	1	0	1	3	shell
OG0008324	1	1	0	1	1	3	shell
OG0008325	1	1	1	1	0	4	core
OG0008326	1	1	1	1	0	4	core
OG0008327	1	1	1	1	0	4	core
OG0008328	1	1	1	1	0	4	core
OG0008329	1	1	1	1	0	4	core
OG0008330	1	1	1	1	0	4	core
OG0008331	1	0	1	1	1	3	shell
OG0008332	1	0	1	1	1	3	shell
OG0008333	1	1	1	1	0	4	core
OG0008334	1	1	1	1	0	4	core
OG0008335	1	1	0	1	1	3	shell
OG0008336	1	1	1	1	0	4	core
OG0008337	1	1	1	0	1	3	shell
OG0008338	1	2	1	0	0	3	shell
OG0008339	1	1	1	1	0	4	core
OG0008340	1	1	1	1	0	4	core
OG0008341	1	1	1	1	0	4	core
OG0008342	1	1	1	1	0	4	core
OG0008343	1	0	1	2	0	3	shell
OG0008344	1	1	1	1	0	4	core
OG0008345	1	1	1	1	0	4	core
OG0008346	1	1	1	1	0	4	core
OG0008347	1	1	1	1	0	4	core
OG0008348	1	1	1	1	0	4	core
OG0008349	1	1	1	1	0	4	core
OG0008350	1	1	1	1	0	4	core
OG0008351	1	1	1	1	0	4	core
OG0008352	1	1	1	0	1	3	shell
OG0008353	1	1	1	1	0	4	core
OG0008354	1	1	1	1	0	4	core
OG0008355	1	1	1	1	0	4	core
OG0008356	1	1	1	1	0	4	core
OG0008357	1	1	1	1	0	4	core
OG0008358	1	1	1	1	0	4	core
OG0008359	1	1	1	1	0	4	core
OG0008360	1	0	1	1	1	3	shell
OG0008361	1	1	1	1	0	4	core
OG0008362	1	1	1	1	0	4	core
OG0008363	1	1	1	1	0	4	core
OG0008364	1	1	1	1	0	4	core
OG0008365	1	1	1	1	0	4	core
OG0008366	1	1	1	1	0	4	core
OG0008367	1	1	1	1	0	4	core
OG0008368	1	3	0	0	0	2	shell
OG0008369	1	0	0	3	0	2	shell
OG0008370	1	1	1	0	1	3	shell
OG0008371	1	1	1	1	0	4	core
OG0008372	1	1	1	1	0	4	core
OG0008373	1	1	1	1	0	4	core
OG0008374	1	1	1	1	0	4	core
OG0008375	1	1	1	1	0	4	core
OG0008376	1	1	1	1	0	4	core
OG0008377	1	1	1	1	0	4	core
OG0008378	1	1	1	1	0	4	core
OG0008379	1	1	1	1	0	4	core
OG0008380	1	1	1	1	0	4	core
OG0008381	1	1	1	1	0	4	core
OG0008382	1	1	1	1	0	4	core
OG0008383	1	1	1	1	0	4	core
OG0008384	1	1	1	1	0	4	core
OG0008385	1	1	1	1	0	4	core
OG0008386	1	0	1	1	1	3	shell
OG0008387	1	1	1	1	0	4	core
OG0008388	1	1	1	1	0	4	core
OG0008389	1	1	1	1	0	4	core
OG0008390	1	1	1	1	0	4	core
OG0008391	1	1	1	1	0	4	core
OG0008392	1	1	1	1	0	4	core
OG0008393	1	1	1	1	0	4	core
OG0008394	1	1	1	1	0	4	core
OG0008395	1	1	1	1	0	4	core
OG0008396	1	1	1	1	0	4	core
OG0008397	1	1	1	0	1	3	shell
OG0008398	1	1	1	1	0	4	core
OG0008399	1	1	1	1	0	4	core
OG0008400	1	1	1	1	0	4	core
OG0008401	1	1	0	1	1	3	shell
OG0008402	1	1	1	1	0	4	core
OG0008403	1	0	1	1	1	3	shell
OG0008404	1	1	1	1	0	4	core
OG0008405	1	1	1	1	0	4	core
OG0008406	1	1	1	1	0	4	core
OG0008407	1	1	1	1	0	4	core
OG0008408	1	1	1	1	0	4	core
OG0008409	1	1	1	1	0	4	core
OG0008410	1	1	1	1	0	4	core
OG0008411	1	1	1	1	0	4	core
OG0008412	1	1	1	1	0	4	core
OG0008413	1	1	1	1	0	4	core
OG0008414	1	1	0	1	1	3	shell
OG0008415	1	1	1	1	0	4	core
OG0008416	1	1	1	1	0	4	core
OG0008417	1	1	1	1	0	4	core
OG0008418	1	1	1	1	0	4	core
OG0008419	1	1	1	1	0	4	core
OG0008420	1	1	1	1	0	4	core
OG0008421	1	1	1	1	0	4	core
OG0008422	2	1	1	0	0	3	shell
OG0008423	1	1	1	1	0	4	core
OG0008424	1	1	1	1	0	4	core
OG0008425	1	0	1	1	1	3	shell
OG0008426	1	0	1	1	1	3	shell
OG0008427	1	1	0	2	0	3	shell
OG0008428	1	1	1	1	0	4	core
OG0008429	1	1	1	1	0	4	core
OG0008430	1	1	1	1	0	4	core
OG0008431	1	1	1	1	0	4	core
OG0008432	1	1	1	1	0	4	core
OG0008433	1	1	1	1	0	4	core
OG0008434	1	1	1	1	0	4	core
OG0008435	1	1	1	1	0	4	core
OG0008436	1	1	1	1	0	4	core
OG0008437	1	1	1	1	0	4	core
OG0008438	1	1	1	1	0	4	core
OG0008439	1	1	1	1	0	4	core
OG0008440	1	1	1	1	0	4	core
OG0008441	1	1	1	1	0	4	core
OG0008442	1	1	1	1	0	4	core
OG0008443	1	1	1	1	0	4	core
OG0008444	1	1	1	1	0	4	core
OG0008445	1	1	1	1	0	4	core
OG0008446	1	1	1	1	0	4	core
OG0008447	1	1	1	0	1	3	shell
OG0008448	1	1	1	1	0	4	core
OG0008449	1	1	1	1	0	4	core
OG0008450	1	1	1	1	0	4	core
OG0008451	1	1	1	1	0	4	core
OG0008452	1	1	1	1	0	4	core
OG0008453	1	1	1	1	0	4	core
OG0008454	1	1	0	1	1	3	shell
OG0008455	1	1	1	1	0	4	core
OG0008456	1	1	1	1	0	4	core
OG0008457	1	1	1	1	0	4	core
OG0008458	1	1	1	1	0	4	core
OG0008459	1	0	1	1	1	3	shell
OG0008460	1	1	1	1	0	4	core
OG0008461	1	1	1	1	0	4	core
OG0008462	1	1	1	1	0	4	core
OG0008463	1	1	1	1	0	4	core
OG0008464	1	1	1	1	0	4	core
OG0008465	1	1	1	1	0	4	core
OG0008466	1	1	1	1	0	4	core
OG0008467	1	1	1	1	0	4	core
OG0008468	1	1	1	1	0	4	core
OG0008469	1	1	1	1	0	4	core
OG0008470	1	1	1	1	0	4	core
OG0008471	1	1	1	1	0	4	core
OG0008472	1	1	1	1	0	4	core
OG0008473	1	1	1	1	0	4	core
OG0008474	1	1	1	1	0	4	core
OG0008475	1	1	1	1	0	4	core
OG0008476	1	0	1	2	0	3	shell
OG0008477	1	1	1	1	0	4	core
OG0008478	1	1	1	1	0	4	core
OG0008479	1	1	1	1	0	4	core
OG0008480	1	1	1	1	0	4	core
OG0008481	1	1	1	1	0	4	core
OG0008482	1	1	1	1	0	4	core
OG0008483	1	1	1	1	0	4	core
OG0008484	1	1	1	1	0	4	core
OG0008485	1	1	1	1	0	4	core
OG0008486	1	1	1	1	0	4	core
OG0008487	1	1	1	1	0	4	core
OG0008488	1	1	1	1	0	4	core
OG0008489	1	1	0	1	1	3	shell
OG0008490	1	1	1	1	0	4	core
OG0008491	1	1	1	1	0	4	core
OG0008492	1	1	1	1	0	4	core
OG0008493	1	1	1	1	0	4	core
OG0008494	1	1	1	1	0	4	core
OG0008495	1	1	1	1	0	4	core
OG0008496	1	1	1	1	0	4	core
OG0008497	1	1	1	1	0	4	core
OG0008498	1	1	1	1	0	4	core
OG0008499	1	1	1	1	0	4	core
OG0008500	1	1	1	1	0	4	core
OG0008501	1	1	1	1	0	4	core
OG0008502	1	1	1	1	0	4	core
OG0008503	1	1	1	1	0	4	core
OG0008504	1	1	1	1	0	4	core
OG0008505	1	0	1	2	0	3	shell
OG0008506	1	1	1	1	0	4	core
OG0008507	1	1	1	1	0	4	core
OG0008508	1	1	1	1	0	4	core
OG0008509	1	1	1	1	0	4	core
OG0008510	1	1	1	1	0	4	core
OG0008511	1	1	1	1	0	4	core
OG0008512	1	1	1	1	0	4	core
OG0008513	1	1	1	1	0	4	core
OG0008514	1	1	1	1	0	4	core
OG0008515	1	1	1	1	0	4	core
OG0008516	1	1	0	1	1	3	shell
OG0008517	1	1	1	1	0	4	core
OG0008518	1	1	1	1	0	4	core
OG0008519	1	1	1	1	0	4	core
OG0008520	1	1	1	1	0	4	core
OG0008521	1	1	1	1	0	4	core
OG0008522	1	1	1	1	0	4	core
OG0008523	1	1	1	1	0	4	core
OG0008524	1	1	1	1	0	4	core
OG0008525	1	1	1	1	0	4	core
OG0008526	1	1	1	1	0	4	core
OG0008527	1	1	1	1	0	4	core
OG0008528	1	1	1	1	0	4	core
OG0008529	1	1	1	1	0	4	core
OG0008530	1	1	1	1	0	4	core
OG0008531	1	1	1	1	0	4	core
OG0008532	1	1	1	1	0	4	core
OG0008533	1	1	0	1	1	3	shell
OG0008534	1	1	1	1	0	4	core
OG0008535	1	1	1	0	1	3	shell
OG0008536	1	1	1	1	0	4	core
OG0008537	1	1	1	1	0	4	core
OG0008538	1	0	1	1	1	3	shell
OG0008539	1	1	1	1	0	4	core
OG0008540	1	1	1	1	0	4	core
OG0008541	1	1	1	1	0	4	core
OG0008542	1	1	1	1	0	4	core
OG0008543	1	1	1	1	0	4	core
OG0008544	1	1	1	1	0	4	core
OG0008545	1	1	1	1	0	4	core
OG0008546	1	1	1	1	0	4	core
OG0008547	1	1	1	1	0	4	core
OG0008548	1	0	1	1	1	3	shell
OG0008549	1	1	1	1	0	4	core
OG0008550	1	1	1	1	0	4	core
OG0008551	1	1	1	1	0	4	core
OG0008552	1	1	1	1	0	4	core
OG0008553	1	1	0	1	1	3	shell
OG0008554	1	1	1	0	1	3	shell
OG0008555	1	1	1	1	0	4	core
OG0008556	1	1	0	2	0	3	shell
OG0008557	1	1	1	1	0	4	core
OG0008558	1	1	1	1	0	4	core
OG0008559	1	1	1	1	0	4	core
OG0008560	1	1	1	0	1	3	shell
OG0008561	1	1	1	1	0	4	core
OG0008562	1	1	1	1	0	4	core
OG0008563	1	1	1	0	1	3	shell
OG0008564	1	1	1	1	0	4	core
OG0008565	1	0	1	1	1	3	shell
OG0008566	1	1	1	1	0	4	core
OG0008567	1	1	1	1	0	4	core
OG0008568	1	1	1	1	0	4	core
OG0008569	1	1	1	0	1	3	shell
OG0008570	1	1	1	1	0	4	core
OG0008571	1	1	1	1	0	4	core
OG0008572	1	1	1	1	0	4	core
OG0008573	1	1	1	1	0	4	core
OG0008574	1	1	1	1	0	4	core
OG0008575	1	0	1	1	1	3	shell
OG0008576	1	0	1	1	1	3	shell
OG0008577	1	0	1	1	1	3	shell
OG0008578	1	0	1	1	1	3	shell
OG0008579	1	0	1	1	1	3	shell
OG0008580	1	0	1	1	1	3	shell
OG0008581	1	0	1	1	1	3	shell
OG0008582	1	0	1	1	1	3	shell
OG0008583	1	0	1	1	1	3	shell
OG0008584	1	0	1	1	1	3	shell
OG0008585	1	1	1	1	0	4	core
OG0008586	1	1	1	1	0	4	core
OG0008587	1	1	1	1	0	4	core
OG0008588	1	1	1	1	0	4	core
OG0008589	1	1	1	1	0	4	core
OG0008590	1	0	1	1	1	3	shell
OG0008591	1	1	1	1	0	4	core
OG0008592	1	1	0	0	2	2	shell
OG0008593	1	1	0	0	2	2	shell
OG0008594	1	1	1	1	0	4	core
OG0008595	1	1	1	1	0	4	core
OG0008596	1	1	1	1	0	4	core
OG0008597	1	1	1	1	0	4	core
OG0008598	1	1	1	1	0	4	core
OG0008599	1	1	1	1	0	4	core
OG0008600	1	1	1	1	0	4	core
OG0008601	1	1	1	1	0	4	core
OG0008602	1	1	1	1	0	4	core
OG0008603	1	1	1	1	0	4	core
OG0008604	1	1	1	1	0	4	core
OG0008605	1	1	1	1	0	4	core
OG0008606	1	1	1	1	0	4	core
OG0008607	1	1	1	1	0	4	core
OG0008608	1	1	1	1	0	4	core
OG0008609	1	1	1	1	0	4	core
OG0008610	1	1	1	1	0	4	core
OG0008611	1	1	1	1	0	4	core
OG0008612	1	1	1	1	0	4	core
OG0008613	1	1	0	1	1	3	shell
OG0008614	1	1	1	1	0	4	core
OG0008615	1	1	1	1	0	4	core
OG0008616	1	1	1	1	0	4	core
OG0008617	1	1	1	1	0	4	core
OG0008618	1	1	1	1	0	4	core
OG0008619	1	1	1	1	0	4	core
OG0008620	1	1	1	1	0	4	core
OG0008621	1	1	1	1	0	4	core
OG0008622	1	1	1	1	0	4	core
OG0008623	1	1	1	1	0	4	core
OG0008624	1	1	1	1	0	4	core
OG0008625	1	1	1	1	0	4	core
OG0008626	1	1	1	1	0	4	core
OG0008627	1	1	1	1	0	4	core
OG0008628	1	1	1	1	0	4	core
OG0008629	1	1	1	1	0	4	core
OG0008630	1	1	1	0	1	3	shell
OG0008631	1	1	1	1	0	4	core
OG0008632	1	0	1	1	1	3	shell
OG0008633	1	1	1	1	0	4	core
OG0008634	1	1	1	1	0	4	core
OG0008635	1	0	1	1	1	3	shell
OG0008636	1	1	0	1	1	3	shell
OG0008637	1	1	1	1	0	4	core
OG0008638	1	1	1	1	0	4	core
OG0008639	1	1	1	1	0	4	core
OG0008640	1	1	1	1	0	4	core
OG0008641	1	1	1	1	0	4	core
OG0008642	1	1	1	1	0	4	core
OG0008643	1	1	1	1	0	4	core
OG0008644	1	1	1	1	0	4	core
OG0008645	1	1	1	1	0	4	core
OG0008646	1	1	1	1	0	4	core
OG0008647	1	1	0	1	1	3	shell
OG0008648	1	1	1	1	0	4	core
OG0008649	1	1	1	1	0	4	core
OG0008650	1	0	1	1	1	3	shell
OG0008651	1	0	1	1	1	3	shell
OG0008652	1	0	1	1	1	3	shell
OG0008653	1	1	1	1	0	4	core
OG0008654	1	1	1	1	0	4	core
OG0008655	1	1	1	1	0	4	core
OG0008656	1	1	1	1	0	4	core
OG0008657	1	1	1	1	0	4	core
OG0008658	1	1	1	1	0	4	core
OG0008659	1	1	1	1	0	4	core
OG0008660	1	1	1	1	0	4	core
OG0008661	1	1	1	1	0	4	core
OG0008662	1	1	1	1	0	4	core
OG0008663	1	1	1	1	0	4	core
OG0008664	1	1	1	1	0	4	core
OG0008665	1	0	1	1	1	3	shell
OG0008666	1	1	0	1	1	3	shell
OG0008667	1	1	1	1	0	4	core
OG0008668	1	0	1	0	2	2	shell
OG0008669	1	1	1	1	0	4	core
OG0008670	1	1	1	1	0	4	core
OG0008671	1	1	1	1	0	4	core
OG0008672	1	1	1	1	0	4	core
OG0008673	1	1	1	1	0	4	core
OG0008674	1	1	1	1	0	4	core
OG0008675	1	1	1	1	0	4	core
OG0008676	1	1	1	1	0	4	core
OG0008677	1	1	1	1	0	4	core
OG0008678	1	1	1	1	0	4	core
OG0008679	1	1	1	1	0	4	core
OG0008680	1	1	1	1	0	4	core
OG0008681	2	1	0	0	1	2	shell
OG0008682	1	1	1	1	0	4	core
OG0008683	1	0	1	1	1	3	shell
OG0008684	1	1	0	0	2	2	shell
OG0008685	1	1	1	1	0	4	core
OG0008686	1	1	1	1	0	4	core
OG0008687	1	1	1	1	0	4	core
OG0008688	1	1	1	1	0	4	core
OG0008689	1	1	1	1	0	4	core
OG0008690	1	1	1	1	0	4	core
OG0008691	1	1	1	1	0	4	core
OG0008692	1	1	1	1	0	4	core
OG0008693	1	1	1	1	0	4	core
OG0008694	1	0	1	1	1	3	shell
OG0008695	1	1	1	1	0	4	core
OG0008696	1	1	1	0	1	3	shell
OG0008697	1	1	1	1	0	4	core
OG0008698	1	1	1	1	0	4	core
OG0008699	1	1	1	1	0	4	core
OG0008700	1	1	1	1	0	4	core
OG0008701	1	1	1	1	0	4	core
OG0008702	1	1	1	1	0	4	core
OG0008703	1	1	1	1	0	4	core
OG0008704	1	1	1	1	0	4	core
OG0008705	1	1	1	1	0	4	core
