orthogroup	form	copies	family
OG0010424	Cx_molestus	1	OBP
OG0010424	Cx_pallens	1	OBP
OG0010424	Cx_pipiens	1	OBP
OG0010424	Cx_quinquefasciatus	1	OBP
OG0010425	Cx_molestus	1	OBP
OG0010425	Cx_pallens	1	OBP
OG0010425	Cx_pipiens	1	OBP
OG0010425	Cx_quinquefasciatus	1	OBP
OG0010426	Cx_molestus	1	OBP
OG0010426	Cx_pallens	1	OBP
OG0010426	Cx_pipiens	1	OBP
OG0010426	Cx_quinquefasciatus	1	OBP
OG0010502	Cx_molestus	1	GR
OG0010502	Cx_pallens	0	GR
OG0010502	Cx_pipiens	1	GR
OG0010502	Cx_quinquefasciatus	1	GR
OG0010517	Cx_molestus	1	CCE
OG0010517	Cx_pallens	1	CCE
OG0010517	Cx_pipiens	1	CCE
OG0010517	Cx_quinquefasciatus	1	CCE
OG0010592	Cx_molestus	1	OR
OG0010592	Cx_pallens	1	OR
OG0010592	Cx_pipiens	1	OR
OG0010592	Cx_quinquefasciatus	1	OR
OG0010599	Cx_molestus	1	GR
OG0010599	Cx_pallens	1	GR
OG0010599	Cx_pipiens	1	GR
OG0010599	Cx_quinquefasciatus	1	GR
OG0010603	Cx_molestus	1	CCE
OG0010603	Cx_pallens	1	CCE
OG0010603	Cx_pipiens	1	CCE
OG0010603	Cx_quinquefasciatus	1	CCE
OG0010694	Cx_molestus	1	OBP
OG0010694	Cx_pallens	1	OBP
OG0010694	Cx_pipiens	1	OBP
OG0010694	Cx_quinquefasciatus	1	OBP
OG0010703	Cx_molestus	1	CCE
OG0010703	Cx_pallens	1	CCE
OG0010703	Cx_pipiens	1	CCE
OG0010703	Cx_quinquefasciatus	1	CCE
OG0010735	Cx_molestus	1	immune
OG0010735	Cx_pallens	1	immune
OG0010735	Cx_pipiens	1	immune
OG0010735	Cx_quinquefasciatus	1	immune
OG0010786	Cx_molestus	1	OR
OG0010786	Cx_pallens	1	OR
OG0010786	Cx_pipiens	1	OR
OG0010786	Cx_quinquefasciatus	1	OR
OG0010787	Cx_molestus	1	GR
OG0010787	Cx_pallens	1	GR
OG0010787	Cx_pipiens	1	GR
OG0010787	Cx_quinquefasciatus	1	GR
OG0010788	Cx_molestus	1	GR
OG0010788	Cx_pallens	1	GR
OG0010788	Cx_pipiens	1	GR
OG0010788	Cx_quinquefasciatus	1	GR
OG0010808	Cx_molestus	1	P450
OG0010808	Cx_pallens	1	P450
OG0010808	Cx_pipiens	1	P450
OG0010808	Cx_quinquefasciatus	1	P450
OG0010844	Cx_molestus	1	OR
OG0010844	Cx_pallens	1	OR
OG0010844	Cx_pipiens	1	OR
OG0010844	Cx_quinquefasciatus	1	OR
OG0010852	Cx_molestus	1	OBP
OG0010852	Cx_pallens	1	OBP
OG0010852	Cx_pipiens	1	OBP
OG0010852	Cx_quinquefasciatus	1	OBP
OG0010870	Cx_molestus	1	CCE
OG0010870	Cx_pallens	1	CCE
OG0010870	Cx_pipiens	1	CCE
OG0010870	Cx_quinquefasciatus	1	CCE
OG0010877	Cx_molestus	1	immune
OG0010877	Cx_pallens	1	immune
OG0010877	Cx_pipiens	1	immune
OG0010877	Cx_quinquefasciatus	1	immune
OG0010919	Cx_molestus	1	OBP
OG0010919	Cx_pallens	1	OBP
OG0010919	Cx_pipiens	1	OBP
OG0010919	Cx_quinquefasciatus	1	OBP
OG0010922	Cx_molestus	1	OBP
OG0010922	Cx_pallens	1	OBP
OG0010922	Cx_pipiens	1	OBP
OG0010922	Cx_quinquefasciatus	1	OBP
OG0010923	Cx_molestus	1	OBP
OG0010923	Cx_pallens	1	OBP
OG0010923	Cx_pipiens	1	OBP
OG0010923	Cx_quinquefasciatus	1	OBP
OG0010955	Cx_molestus	1	GR
OG0010955	Cx_pallens	1	GR
OG0010955	Cx_pipiens	1	GR
OG0010955	Cx_quinquefasciatus	1	GR
OG0010956	Cx_molestus	1	OBP
OG0010956	Cx_pallens	1	OBP
OG0010956	Cx_pipiens	1	OBP
OG0010956	Cx_quinquefasciatus	1	OBP
OG0011016	Cx_molestus	1	CCE
OG0011016	Cx_pallens	0	CCE
OG0011016	Cx_pipiens	1	CCE
OG0011016	Cx_quinquefasciatus	1	CCE
OG0011025	Cx_molestus	1	GR
OG0011025	Cx_pallens	1	GR
OG0011025	Cx_pipiens	1	GR
OG0011025	Cx_quinquefasciatus	1	GR
OG0011027	Cx_molestus	1	GST
OG0011027	Cx_pallens	0	GST
OG0011027	Cx_pipiens	1	GST
OG0011027	Cx_quinquefasciatus	1	GST
OG0011054	Cx_molestus	1	OR
OG0011054	Cx_pallens	1	OR
OG0011054	Cx_pipiens	1	OR
OG0011054	Cx_quinquefasciatus	1	OR
OG0011055	Cx_molestus	1	OR
OG0011055	Cx_pallens	1	OR
OG0011055	Cx_pipiens	1	OR
OG0011055	Cx_quinquefasciatus	1	OR
OG0011058	Cx_molestus	1	CCE
OG0011058	Cx_pallens	1	CCE
OG0011058	Cx_pipiens	1	CCE
OG0011058	Cx_quinquefasciatus	0	CCE
OG0011103	Cx_molestus	1	GST
OG0011103	Cx_pallens	1	GST
OG0011103	Cx_pipiens	1	GST
OG0011103	Cx_quinquefasciatus	0	GST
OG0011104	Cx_molestus	1	GST
OG0011104	Cx_pallens	1	GST
OG0011104	Cx_pipiens	1	GST
OG0011104	Cx_quinquefasciatus	1	GST
OG0011136	Cx_molestus	1	P450
OG0011136	Cx_pallens	1	P450
OG0011136	Cx_pipiens	1	P450
OG0011136	Cx_quinquefasciatus	1	P450
OG0011219	Cx_molestus	1	GST
OG0011219	Cx_pallens	0	GST
OG0011219	Cx_pipiens	1	GST
OG0011219	Cx_quinquefasciatus	1	GST
OG0011277	Cx_molestus	0	GR
OG0011277	Cx_pallens	1	GR
OG0011277	Cx_pipiens	1	GR
OG0011277	Cx_quinquefasciatus	1	GR
OG0011381	Cx_molestus	0	CCE
OG0011381	Cx_pallens	1	CCE
OG0011381	Cx_pipiens	1	CCE
OG0011381	Cx_quinquefasciatus	1	CCE
OG0011438	Cx_molestus	0	immune
OG0011438	Cx_pallens	1	immune
OG0011438	Cx_pipiens	1	immune
OG0011438	Cx_quinquefasciatus	1	immune
OG0011445	Cx_molestus	0	immune
OG0011445	Cx_pallens	1	immune
OG0011445	Cx_pipiens	1	immune
OG0011445	Cx_quinquefasciatus	1	immune
OG0011485	Cx_molestus	0	OBP
OG0011485	Cx_pallens	1	OBP
OG0011485	Cx_pipiens	1	OBP
OG0011485	Cx_quinquefasciatus	1	OBP
OG0011523	Cx_molestus	0	GST
OG0011523	Cx_pallens	1	GST
OG0011523	Cx_pipiens	1	GST
OG0011523	Cx_quinquefasciatus	1	GST
OG0011545	Cx_molestus	0	P450
OG0011545	Cx_pallens	1	P450
OG0011545	Cx_pipiens	1	P450
OG0011545	Cx_quinquefasciatus	1	P450
OG0011548	Cx_molestus	0	GR
OG0011548	Cx_pallens	1	GR
OG0011548	Cx_pipiens	1	GR
OG0011548	Cx_quinquefasciatus	1	GR
OG0011554	Cx_molestus	0	IR
OG0011554	Cx_pallens	1	IR
OG0011554	Cx_pipiens	1	IR
OG0011554	Cx_quinquefasciatus	1	IR
OG0011556	Cx_molestus	0	P450
OG0011556	Cx_pallens	1	P450
OG0011556	Cx_pipiens	1	P450
OG0011556	Cx_quinquefasciatus	1	P450
OG0011595	Cx_molestus	0	P450
OG0011595	Cx_pallens	1	P450
OG0011595	Cx_pipiens	1	P450
OG0011595	Cx_quinquefasciatus	1	P450
OG0011596	Cx_molestus	0	P450
OG0011596	Cx_pallens	1	P450
OG0011596	Cx_pipiens	1	P450
OG0011596	Cx_quinquefasciatus	0	P450
OG0011613	Cx_molestus	1	P450
OG0011613	Cx_pallens	1	P450
OG0011613	Cx_pipiens	0	P450
OG0011613	Cx_quinquefasciatus	1	P450
OG0011640	Cx_molestus	1	OR
OG0011640	Cx_pallens	1	OR
OG0011640	Cx_pipiens	0	OR
OG0011640	Cx_quinquefasciatus	1	OR
OG0011641	Cx_molestus	1	OR
OG0011641	Cx_pallens	0	OR
OG0011641	Cx_pipiens	0	OR
OG0011641	Cx_quinquefasciatus	1	OR
OG0011643	Cx_molestus	1	CCE
OG0011643	Cx_pallens	1	CCE
OG0011643	Cx_pipiens	1	CCE
OG0011643	Cx_quinquefasciatus	0	CCE
OG0011684	Cx_molestus	0	GR
OG0011684	Cx_pallens	0	GR
OG0011684	Cx_pipiens	1	GR
OG0011684	Cx_quinquefasciatus	1	GR
OG0011688	Cx_molestus	0	P450
OG0011688	Cx_pallens	1	P450
OG0011688	Cx_pipiens	0	P450
OG0011688	Cx_quinquefasciatus	1	P450
OG0011689	Cx_molestus	0	P450
OG0011689	Cx_pallens	0	P450
OG0011689	Cx_pipiens	1	P450
OG0011689	Cx_quinquefasciatus	0	P450
OG0011690	Cx_molestus	1	CCE
OG0011690	Cx_pallens	0	CCE
OG0011690	Cx_pipiens	1	CCE
OG0011690	Cx_quinquefasciatus	0	CCE
OG0011697	Cx_molestus	1	immune
OG0011697	Cx_pallens	1	immune
OG0011697	Cx_pipiens	0	immune
OG0011697	Cx_quinquefasciatus	1	immune
OG0011720	Cx_molestus	1	P450
OG0011720	Cx_pallens	1	P450
OG0011720	Cx_pipiens	1	P450
OG0011720	Cx_quinquefasciatus	0	P450
OG0011779	Cx_molestus	1	OR
OG0011779	Cx_pallens	0	OR
OG0011779	Cx_pipiens	1	OR
OG0011779	Cx_quinquefasciatus	1	OR
OG0011799	Cx_molestus	1	IR
OG0011799	Cx_pallens	1	IR
OG0011799	Cx_pipiens	0	IR
OG0011799	Cx_quinquefasciatus	1	IR
OG0011800	Cx_molestus	1	GR
OG0011800	Cx_pallens	0	GR
OG0011800	Cx_pipiens	1	GR
OG0011800	Cx_quinquefasciatus	1	GR
OG0011836	Cx_molestus	1	OBP
OG0011836	Cx_pallens	1	OBP
OG0011836	Cx_pipiens	0	OBP
OG0011836	Cx_quinquefasciatus	1	OBP
OG0011869	Cx_molestus	1	immune
OG0011869	Cx_pallens	1	immune
OG0011869	Cx_pipiens	1	immune
OG0011869	Cx_quinquefasciatus	0	immune
OG0011883	Cx_molestus	1	P450
OG0011883	Cx_pallens	0	P450
OG0011883	Cx_pipiens	1	P450
OG0011883	Cx_quinquefasciatus	1	P450
OG0012011	Cx_molestus	1	P450
OG0012011	Cx_pallens	0	P450
OG0012011	Cx_pipiens	1	P450
OG0012011	Cx_quinquefasciatus	1	P450
OG0012062	Cx_molestus	1	OR
OG0012062	Cx_pallens	0	OR
OG0012062	Cx_pipiens	1	OR
OG0012062	Cx_quinquefasciatus	1	OR
OG0012111	Cx_molestus	1	immune
OG0012111	Cx_pallens	0	immune
OG0012111	Cx_pipiens	1	immune
OG0012111	Cx_quinquefasciatus	0	immune
OG0012132	Cx_molestus	1	P450
OG0012132	Cx_pallens	0	P450
OG0012132	Cx_pipiens	1	P450
OG0012132	Cx_quinquefasciatus	1	P450
OG0012145	Cx_molestus	1	OR
OG0012145	Cx_pallens	0	OR
OG0012145	Cx_pipiens	1	OR
OG0012145	Cx_quinquefasciatus	0	OR
OG0012146	Cx_molestus	1	OBP
OG0012146	Cx_pallens	1	OBP
OG0012146	Cx_pipiens	0	OBP
OG0012146	Cx_quinquefasciatus	1	OBP
OG0012217	Cx_molestus	1	IR
OG0012217	Cx_pallens	1	IR
OG0012217	Cx_pipiens	0	IR
OG0012217	Cx_quinquefasciatus	1	IR
OG0012244	Cx_molestus	1	P450
OG0012244	Cx_pallens	0	P450
OG0012244	Cx_pipiens	1	P450
OG0012244	Cx_quinquefasciatus	1	P450
OG0012258	Cx_molestus	1	GR
OG0012258	Cx_pallens	0	GR
OG0012258	Cx_pipiens	1	GR
OG0012258	Cx_quinquefasciatus	1	GR
OG0012272	Cx_molestus	1	P450
OG0012272	Cx_pallens	1	P450
OG0012272	Cx_pipiens	0	P450
OG0012272	Cx_quinquefasciatus	1	P450
OG0012273	Cx_molestus	1	P450
OG0012273	Cx_pallens	0	P450
OG0012273	Cx_pipiens	1	P450
OG0012273	Cx_quinquefasciatus	0	P450
OG0012302	Cx_molestus	1	IR
OG0012302	Cx_pallens	1	IR
OG0012302	Cx_pipiens	0	IR
OG0012302	Cx_quinquefasciatus	0	IR
OG0012334	Cx_molestus	1	GR
OG0012334	Cx_pallens	0	GR
OG0012334	Cx_pipiens	0	GR
OG0012334	Cx_quinquefasciatus	1	GR
OG0012610	Cx_molestus	0	immune
OG0012610	Cx_pallens	1	immune
OG0012610	Cx_pipiens	1	immune
OG0012610	Cx_quinquefasciatus	1	immune
OG0012612	Cx_molestus	0	OBP
OG0012612	Cx_pallens	1	OBP
OG0012612	Cx_pipiens	1	OBP
OG0012612	Cx_quinquefasciatus	1	OBP
OG0012620	Cx_molestus	0	P450
OG0012620	Cx_pallens	1	P450
OG0012620	Cx_pipiens	1	P450
OG0012620	Cx_quinquefasciatus	1	P450
OG0012630	Cx_molestus	0	P450
OG0012630	Cx_pallens	1	P450
OG0012630	Cx_pipiens	1	P450
OG0012630	Cx_quinquefasciatus	1	P450
OG0012665	Cx_molestus	0	OBP
OG0012665	Cx_pallens	1	OBP
OG0012665	Cx_pipiens	1	OBP
OG0012665	Cx_quinquefasciatus	1	OBP
OG0012672	Cx_molestus	0	IR
OG0012672	Cx_pallens	1	IR
OG0012672	Cx_pipiens	1	IR
OG0012672	Cx_quinquefasciatus	0	IR
OG0012684	Cx_molestus	0	P450
OG0012684	Cx_pallens	1	P450
OG0012684	Cx_pipiens	1	P450
OG0012684	Cx_quinquefasciatus	1	P450
OG0012764	Cx_molestus	0	P450
OG0012764	Cx_pallens	0	P450
OG0012764	Cx_pipiens	3	P450
OG0012764	Cx_quinquefasciatus	0	P450
OG0012780	Cx_molestus	0	OR
OG0012780	Cx_pallens	0	OR
OG0012780	Cx_pipiens	0	OR
OG0012780	Cx_quinquefasciatus	2	OR
OG0012809	Cx_molestus	0	P450
OG0012809	Cx_pallens	0	P450
OG0012809	Cx_pipiens	1	P450
OG0012809	Cx_quinquefasciatus	1	P450
OG0012812	Cx_molestus	1	P450
OG0012812	Cx_pallens	0	P450
OG0012812	Cx_pipiens	1	P450
OG0012812	Cx_quinquefasciatus	0	P450
OG0012844	Cx_molestus	0	P450
OG0012844	Cx_pallens	1	P450
OG0012844	Cx_pipiens	0	P450
OG0012844	Cx_quinquefasciatus	1	P450
OG0012863	Cx_molestus	0	P450
OG0012863	Cx_pallens	1	P450
OG0012863	Cx_pipiens	0	P450
OG0012863	Cx_quinquefasciatus	0	P450
OG0012881	Cx_molestus	1	CCE
OG0012881	Cx_pallens	0	CCE
OG0012881	Cx_pipiens	0	CCE
OG0012881	Cx_quinquefasciatus	0	CCE
OG0012892	Cx_molestus	1	GR
OG0012892	Cx_pallens	1	GR
OG0012892	Cx_pipiens	0	GR
OG0012892	Cx_quinquefasciatus	0	GR
OG0012914	Cx_molestus	1	OBP
OG0012914	Cx_pallens	0	OBP
OG0012914	Cx_pipiens	1	OBP
OG0012914	Cx_quinquefasciatus	0	OBP
OG0012925	Cx_molestus	1	immune
OG0012925	Cx_pallens	0	immune
OG0012925	Cx_pipiens	1	immune
OG0012925	Cx_quinquefasciatus	0	immune
OG0012957	Cx_molestus	1	OR
OG0012957	Cx_pallens	0	OR
OG0012957	Cx_pipiens	0	OR
OG0012957	Cx_quinquefasciatus	1	OR
OG0012973	Cx_molestus	1	OBP
OG0012973	Cx_pallens	0	OBP
OG0012973	Cx_pipiens	1	OBP
OG0012973	Cx_quinquefasciatus	0	OBP
OG0013093	Cx_molestus	1	OR
OG0013093	Cx_pallens	0	OR
OG0013093	Cx_pipiens	1	OR
OG0013093	Cx_quinquefasciatus	0	OR
OG0013128	Cx_molestus	1	P450
OG0013128	Cx_pallens	0	P450
OG0013128	Cx_pipiens	1	P450
OG0013128	Cx_quinquefasciatus	0	P450
OG0013170	Cx_molestus	1	OR
OG0013170	Cx_pallens	0	OR
OG0013170	Cx_pipiens	0	OR
OG0013170	Cx_quinquefasciatus	0	OR
OG0013179	Cx_molestus	1	GR
OG0013179	Cx_pallens	0	GR
OG0013179	Cx_pipiens	0	GR
OG0013179	Cx_quinquefasciatus	1	GR
OG0013181	Cx_molestus	1	P450
OG0013181	Cx_pallens	0	P450
OG0013181	Cx_pipiens	1	P450
OG0013181	Cx_quinquefasciatus	0	P450
OG0013231	Cx_molestus	1	P450
OG0013231	Cx_pallens	0	P450
OG0013231	Cx_pipiens	0	P450
OG0013231	Cx_quinquefasciatus	0	P450
OG0013255	Cx_molestus	1	P450
OG0013255	Cx_pallens	0	P450
OG0013255	Cx_pipiens	1	P450
OG0013255	Cx_quinquefasciatus	0	P450
OG0013293	Cx_molestus	0	OBP
OG0013293	Cx_pallens	1	OBP
OG0013293	Cx_pipiens	0	OBP
OG0013293	Cx_quinquefasciatus	1	OBP
OG0013309	Cx_molestus	0	OBP
OG0013309	Cx_pallens	1	OBP
OG0013309	Cx_pipiens	0	OBP
OG0013309	Cx_quinquefasciatus	1	OBP
OG0013310	Cx_molestus	0	OBP
OG0013310	Cx_pallens	1	OBP
OG0013310	Cx_pipiens	0	OBP
OG0013310	Cx_quinquefasciatus	1	OBP
OG0013363	Cx_molestus	0	OBP
OG0013363	Cx_pallens	1	OBP
OG0013363	Cx_pipiens	0	OBP
OG0013363	Cx_quinquefasciatus	1	OBP
OG0013365	Cx_molestus	0	CCE
OG0013365	Cx_pallens	1	CCE
OG0013365	Cx_pipiens	0	CCE
OG0013365	Cx_quinquefasciatus	0	CCE
OG0013441	Cx_molestus	0	immune
OG0013441	Cx_pallens	1	immune
OG0013441	Cx_pipiens	1	immune
OG0013441	Cx_quinquefasciatus	0	immune
OG0013468	Cx_molestus	0	OR
OG0013468	Cx_pallens	1	OR
OG0013468	Cx_pipiens	0	OR
OG0013468	Cx_quinquefasciatus	1	OR
OG0013470	Cx_molestus	0	OR
OG0013470	Cx_pallens	1	OR
OG0013470	Cx_pipiens	0	OR
OG0013470	Cx_quinquefasciatus	1	OR
OG0013476	Cx_molestus	0	OR
OG0013476	Cx_pallens	1	OR
OG0013476	Cx_pipiens	0	OR
OG0013476	Cx_quinquefasciatus	1	OR
OG0013485	Cx_molestus	0	OR
OG0013485	Cx_pallens	1	OR
OG0013485	Cx_pipiens	0	OR
OG0013485	Cx_quinquefasciatus	1	OR
OG0013494	Cx_molestus	0	immune
OG0013494	Cx_pallens	1	immune
OG0013494	Cx_pipiens	0	immune
OG0013494	Cx_quinquefasciatus	1	immune
OG0013518	Cx_molestus	0	GR
OG0013518	Cx_pallens	1	GR
OG0013518	Cx_pipiens	1	GR
OG0013518	Cx_quinquefasciatus	0	GR
OG0013551	Cx_molestus	0	P450
OG0013551	Cx_pallens	1	P450
OG0013551	Cx_pipiens	0	P450
OG0013551	Cx_quinquefasciatus	0	P450
OG0013555	Cx_molestus	0	OBP
OG0013555	Cx_pallens	1	OBP
OG0013555	Cx_pipiens	1	OBP
OG0013555	Cx_quinquefasciatus	0	OBP
OG0013560	Cx_molestus	0	GR
OG0013560	Cx_pallens	1	GR
OG0013560	Cx_pipiens	0	GR
OG0013560	Cx_quinquefasciatus	0	GR
OG0013594	Cx_molestus	0	GR
OG0013594	Cx_pallens	1	GR
OG0013594	Cx_pipiens	1	GR
OG0013594	Cx_quinquefasciatus	0	GR
OG0013619	Cx_molestus	0	GR
OG0013619	Cx_pallens	0	GR
OG0013619	Cx_pipiens	1	GR
OG0013619	Cx_quinquefasciatus	1	GR
OG0013651	Cx_molestus	0	CCE
OG0013651	Cx_pallens	0	CCE
OG0013651	Cx_pipiens	1	CCE
OG0013651	Cx_quinquefasciatus	0	CCE
OG0013683	Cx_molestus	0	CSP
OG0013683	Cx_pallens	0	CSP
OG0013683	Cx_pipiens	1	CSP
OG0013683	Cx_quinquefasciatus	0	CSP
OG0013769	Cx_molestus	0	IR
OG0013769	Cx_pallens	0	IR
OG0013769	Cx_pipiens	1	IR
OG0013769	Cx_quinquefasciatus	0	IR
OG0013790	Cx_molestus	0	P450
OG0013790	Cx_pallens	0	P450
OG0013790	Cx_pipiens	1	P450
OG0013790	Cx_quinquefasciatus	0	P450
OG0013815	Cx_molestus	0	IR
OG0013815	Cx_pallens	0	IR
OG0013815	Cx_pipiens	1	IR
OG0013815	Cx_quinquefasciatus	0	IR
OG0013860	Cx_molestus	0	P450
OG0013860	Cx_pallens	0	P450
OG0013860	Cx_pipiens	0	P450
OG0013860	Cx_quinquefasciatus	1	P450
